periode_data,tanggal,terminal,jumlah_bus_datang,jumlah_penumpang_datang,jumlah_bus_berangkat,jumlah_penumpang_berangkat
202508,27,RAWAMANGUN,44,334,44,319
202508,28,RAWAMANGUN,44,310,44,322
202508,29,RAWAMANGUN,44,323,44,326
202508,30,RAWAMANGUN,44,337,44,328
202508,31,RAWAMANGUN,44,307,44,329
202508,1,RAGUNAN,65,1111,65,1146
202508,2,RAGUNAN,62,1171,62,1178
202508,3,RAGUNAN,61,1174,61,1197
202508,4,RAGUNAN,65,1152,65,1142
202508,5,RAGUNAN,65,1149,65,1175
202508,6,RAGUNAN,65,1141,65,1141
202508,7,RAGUNAN,65,1128,65,1159
202508,8,RAGUNAN,65,1119,65,1144
202508,9,RAGUNAN,62,1117,62,1193
202508,10,RAGUNAN,61,1151,61,1239
202508,11,RAGUNAN,65,1132,65,1190
202508,12,RAGUNAN,65,1159,65,1199
202508,13,RAGUNAN,65,1160,65,1161
202508,14,RAGUNAN,65,1142,65,1189
202508,15,RAGUNAN,65,1139,65,1170
202508,16,RAGUNAN,64,1200,64,1240
202508,17,RAGUNAN,61,1211,61,1254
202508,18,RAGUNAN,65,1135,65,1165
202504,1,KAMPUNG RAMBUTAN,234,1667,98,2090
202504,2,KAMPUNG RAMBUTAN,213,1998,110,1462
202504,3,KAMPUNG RAMBUTAN,344,4951,99,750
202504,4,KAMPUNG RAMBUTAN,378,6707,99,553
202504,5,KAMPUNG RAMBUTAN,448,12169,78,411
202504,6,KAMPUNG RAMBUTAN,376,11058,53,467
202504,7,KAMPUNG RAMBUTAN,303,9978,78,620
202504,8,KAMPUNG RAMBUTAN,266,6532,77,329
202504,9,KAMPUNG RAMBUTAN,253,3554,106,484
202504,10,KAMPUNG RAMBUTAN,241,2677,100,548
202504,11,KAMPUNG RAMBUTAN,221,2334,72,626
202504,12,KAMPUNG RAMBUTAN,287,2906,74,552
202504,13,KAMPUNG RAMBUTAN,305,3167,67,431
202504,14,KAMPUNG RAMBUTAN,260,1828,76,388
202504,15,KAMPUNG RAMBUTAN,256,1323,77,351
202504,16,KAMPUNG RAMBUTAN,240,1366,75,399
202504,17,KAMPUNG RAMBUTAN,260,1451,87,643
202504,18,KAMPUNG RAMBUTAN,254,1166,78,503
202504,19,KAMPUNG RAMBUTAN,307,1128,75,421
202504,20,KAMPUNG RAMBUTAN,254,1443,98,459
202504,21,KAMPUNG RAMBUTAN,235,1246,73,332
202504,22,KAMPUNG RAMBUTAN,229,1048,70,270
202504,23,KAMPUNG RAMBUTAN,218,1137,54,358
202504,24,KAMPUNG RAMBUTAN,239,1107,57,275
202504,25,KAMPUNG RAMBUTAN,255,1207,104,537
202504,26,KAMPUNG RAMBUTAN,222,1099,88,367
202504,27,KAMPUNG RAMBUTAN,242,1059,82,419
202504,28,KAMPUNG RAMBUTAN,219,943,87,478
202504,29,KAMPUNG RAMBUTAN,205,985,76,326
202504,30,KAMPUNG RAMBUTAN,234,1112,62,417
202504,1,KALIDERES,94,282,83,737
202504,2,KALIDERES,106,789,78,659
202504,3,KALIDERES,153,1674,84,697
202504,4,KALIDERES,181,2321,94,820
202504,5,KALIDERES,224,4235,99,882
202504,6,KALIDERES,271,6083,96,848
202504,7,KALIDERES,232,4456,82,754
202504,8,KALIDERES,196,3128,76,671
202504,9,KALIDERES,142,1459,71,623
202504,10,KALIDERES,112,960,80,727
202504,11,KALIDERES,96,859,86,815
202504,12,KALIDERES,93,671,82,733
202504,13,KALIDERES,104,987,78,689
202504,14,KALIDERES,97,794,75,652
202504,15,KALIDERES,89,712,71,626
202504,16,KALIDERES,84,678,68,604
202504,17,KALIDERES,81,653,71,648
202504,18,KALIDERES,87,626,76,681
202504,19,KALIDERES,93,609,81,733
202504,20,KALIDERES,89,635,78,697
202504,21,KALIDERES,85,691,75,650
202504,22,KALIDERES,83,657,73,629
202504,23,KALIDERES,80,634,70,605
202504,24,KALIDERES,84,602,74,648
202504,25,KALIDERES,89,638,78,682
202504,26,KALIDERES,93,656,82,731
202504,27,KALIDERES,90,673,79,694
202504,28,KALIDERES,85,719,75,663
202504,29,KALIDERES,81,685,71,636
202504,30,KALIDERES,84,651,74,660
202504,1,TANJUNG PRIOK,58,541,49,419
202511,12,SENEN,240,1581,240,1889
202511,13,SENEN,240,1524,240,1907
202511,14,SENEN,238,1533,238,1920
202511,15,SENEN,191,1314,191,1698
202511,16,SENEN,188,1325,188,1824
202511,17,SENEN,242,1615,242,1805
202511,18,SENEN,242,1587,242,1797
202511,19,SENEN,240,1579,240,1898
202511,20,SENEN,240,1534,240,1914
202511,21,SENEN,238,1531,238,1911
202511,22,SENEN,191,1316,191,1798
202511,23,SENEN,188,1323,188,1807
202511,24,SENEN,242,1609,242,1804
202511,25,SENEN,240,1586,240,1788
202511,26,SENEN,240,1583,240,1892
202511,27,SENEN,240,1533,240,1909
202511,28,SENEN,238,1531,238,1908
202511,29,SENEN,191,1306,191,1804
202511,30,SENEN,188,1330,188,1814
202511,1,MANGGARAI,24,4722,24,10107
202511,2,MANGGARAI,24,4564,24,10076
202511,3,MANGGARAI,36,4832,36,10282
202511,4,MANGGARAI,36,4766,36,11076
202511,5,MANGGARAI,36,4820,36,11173
202511,6,MANGGARAI,41,4822,41,11174
202511,7,MANGGARAI,41,4323,41,10193
202511,8,MANGGARAI,26,4124,26,10049
202511,9,MANGGARAI,26,3528,26,10032
202511,10,MANGGARAI,41,5265,41,10600
202511,11,MANGGARAI,41,5056,41,10187
202511,12,MANGGARAI,41,5088,41,10252
202511,13,MANGGARAI,41,5268,41,10607
202511,14,MANGGARAI,41,5266,41,10609
202511,15,MANGGARAI,26,5087,26,5128
202511,16,MANGGARAI,26,5263,26,10563
202511,17,MANGGARAI,41,5088,41,10244
202511,18,MANGGARAI,41,5085,41,10239
202511,19,MANGGARAI,41,5087,41,10249
202511,20,MANGGARAI,41,5268,41,10610
202511,21,MANGGARAI,41,5269,41,10609
202511,22,MANGGARAI,26,5009,26,10044
202511,23,MANGGARAI,26,4964,26,9956
202511,24,MANGGARAI,41,5121,41,10298
202511,25,MANGGARAI,41,5269,41,10597
202511,26,MANGGARAI,41,5092,41,10233
202511,27,MANGGARAI,41,5089,41,10233
202511,28,MANGGARAI,41,4996,41,10033
202511,29,MANGGARAI,26,4940,26,9920
202511,30,MANGGARAI,26,4986,26,10001
202511,1,PULOGADUNG,229,1886,227,1890
202511,2,PULOGADUNG,210,1686,218,1697
202511,3,PULOGADUNG,231,1976,230,1961
202511,4,PULOGADUNG,230,1917,232,1962
202511,5,PULOGADUNG,230,1986,233,2001
202511,6,PULOGADUNG,229,1967,229,1980
202511,7,PULOGADUNG,227,1897,226,1960
202511,8,PULOGADUNG,211,1721,214,1786
202511,9,PULOGADUNG,210,1706,210,1771
202511,10,PULOGADUNG,229,1948,226,1918
202511,11,PULOGADUNG,230,1997,229,1990
202511,12,PULOGADUNG,225,1957,227,1994
202511,13,PULOGADUNG,223,1901,225,1946
202602,3,LEBAK BULUS,21,0,21,45
202602,4,LEBAK BULUS,19,0,19,51
202602,5,LEBAK BULUS,17,20,17,61
202602,6,LEBAK BULUS,15,0,15,77
202602,7,LEBAK BULUS,16,0,16,35
202602,8,LEBAK BULUS,28,0,28,81
202602,9,LEBAK BULUS,21,19,21,56
202602,10,LEBAK BULUS,16,0,16,41
202602,11,LEBAK BULUS,22,0,22,69
202602,12,LEBAK BULUS,14,0,14,56
202602,13,LEBAK BULUS,21,0,21,69
202602,14,LEBAK BULUS,13,0,13,70
202602,15,LEBAK BULUS,10,0,10,43
202602,16,LEBAK BULUS,19,0,19,66
202602,17,LEBAK BULUS,17,5,17,57
202602,18,LEBAK BULUS,14,0,14,35
202602,19,LEBAK BULUS,11,0,11,43
202602,20,LEBAK BULUS,13,0,13,38
202602,21,LEBAK BULUS,24,0,24,77
202602,22,LEBAK BULUS,20,0,20,96
202602,23,LEBAK BULUS,13,0,13,42
202602,24,LEBAK BULUS,19,0,19,64
202602,25,LEBAK BULUS,23,0,23,59
202602,26,LEBAK BULUS,19,0,19,74
202602,27,LEBAK BULUS,13,0,13,57
202602,28,LEBAK BULUS,12,0,12,54
202602,1,PINANGRANTI,79,507,79,526
202602,2,PINANGRANTI,89,547,89,574
202602,3,PINANGRANTI,89,559,89,573
202602,4,PINANGRANTI,89,598,89,627
202602,5,PINANGRANTI,89,541,89,558
202602,6,PINANGRANTI,89,540,89,581
202602,7,PINANGRANTI,79,493,79,505
202602,8,PINANGRANTI,79,455,79,483
202602,9,PINANGRANTI,89,559,89,580
202602,10,PINANGRANTI,89,578,89,620
202602,11,PINANGRANTI,89,578,89,594
202602,12,PINANGRANTI,89,595,89,610
202602,13,PINANGRANTI,89,556,89,569
202602,14,PINANGRANTI,79,476,79,489
202602,15,PINANGRANTI,79,610,79,633
202602,16,PINANGRANTI,89,623,89,633
202602,17,PINANGRANTI,89,578,89,596
202602,18,PINANGRANTI,89,563,89,577
202602,19,PINANGRANTI,89,543,89,562
202602,20,PINANGRANTI,89,595,89,610
202602,21,PINANGRANTI,79,508,79,521
202602,22,PINANGRANTI,79,421,79,448
202602,23,PINANGRANTI,89,597,89,617
202602,24,PINANGRANTI,89,577,89,587
202602,25,PINANGRANTI,89,566,89,571
202602,26,PINANGRANTI,89,380,89,417
202602,27,PINANGRANTI,89,534,89,548
202602,28,PINANGRANTI,79,453,79,458
202602,1,RAWAMANGUN,163,503,163,263
202602,2,RAWAMANGUN,163,573,163,271
202602,3,RAWAMANGUN,163,576,163,274
202602,4,RAWAMANGUN,163,580,163,276
202602,5,RAWAMANGUN,163,569,163,271
202602,6,RAWAMANGUN,163,556,163,280
202602,7,RAWAMANGUN,163,560,163,277
202602,8,RAWAMANGUN,163,546,163,270
202508,19,RAGUNAN,65,1098,65,1143
202508,20,RAGUNAN,65,1163,65,1211
202508,21,RAGUNAN,65,1148,65,1163
202508,22,RAGUNAN,65,1133,65,1151
202508,23,RAGUNAN,62,1178,62,1242
202508,24,RAGUNAN,61,1176,61,1232
202508,25,RAGUNAN,65,1158,65,1219
202508,26,RAGUNAN,65,1151,65,1193
202508,27,RAGUNAN,65,1171,65,1196
202508,28,RAGUNAN,65,1158,65,1166
202508,29,RAGUNAN,68,1126,68,1151
202508,30,RAGUNAN,50,884,50,980
202508,31,RAGUNAN,58,990,58,989
202508,1,BLOK M,414,5556,414,5642
202508,2,BLOK M,340,4738,340,5029
202508,3,BLOK M,337,4607,337,4910
202508,4,BLOK M,422,5521,422,5622
202508,5,BLOK M,416,5508,416,5598
202508,6,BLOK M,415,5765,415,5752
202508,7,BLOK M,414,5740,414,5721
202508,8,BLOK M,414,5749,414,5728
202508,9,BLOK M,340,4891,340,5111
202508,10,BLOK M,345,4510,345,4860
202508,11,BLOK M,407,5685,407,5690
202508,12,BLOK M,423,5690,423,5725
202508,13,BLOK M,423,5708,423,5725
202508,14,BLOK M,418,6332,418,6152
202508,15,BLOK M,428,5717,428,5761
202508,16,BLOK M,339,4647,339,4929
202508,17,BLOK M,334,4459,334,4809
202508,18,BLOK M,334,4726,334,4984
202508,19,BLOK M,420,5451,420,5540
202508,20,BLOK M,423,5687,423,5701
202508,21,BLOK M,424,5631,424,5692
202508,22,BLOK M,417,5603,417,5641
202508,23,BLOK M,370,4696,370,5003
202508,24,BLOK M,366,4684,366,4982
202508,25,BLOK M,437,5476,437,5602
202508,26,BLOK M,434,5313,434,5495
202508,27,BLOK M,454,5676,454,5764
202508,28,BLOK M,432,5611,432,5678
202508,29,BLOK M,430,5433,430,5554
202508,30,BLOK M,272,3564,272,4219
202508,31,BLOK M,327,4220,327,4673
202508,1,CILILITAN,208,8277,208,10586
202508,2,CILILITAN,193,7372,193,8066
202508,3,CILILITAN,222,10399,222,10138
202508,4,CILILITAN,237,11403,237,11288
202508,5,CILILITAN,237,11686,237,11751
202508,6,CILILITAN,237,10674,237,11437
202508,7,CILILITAN,237,11470,237,11793
202508,8,CILILITAN,237,10614,237,11510
202508,9,CILILITAN,196,7709,196,8191
202508,10,CILILITAN,225,7732,225,7992
202508,11,CILILITAN,237,8627,237,8705
202508,12,CILILITAN,237,10138,237,10943
202508,13,CILILITAN,237,10683,237,11608
202508,14,CILILITAN,237,11404,237,11619
202508,15,CILILITAN,237,10446,237,10795
202508,16,CILILITAN,191,7825,191,7558
202508,17,CILILITAN,193,12521,193,7270
202508,18,CILILITAN,193,7656,193,7924
202504,2,TANJUNG PRIOK,79,1188,67,371
202504,3,TANJUNG PRIOK,91,1155,81,326
202504,4,TANJUNG PRIOK,90,1143,80,331
202504,5,TANJUNG PRIOK,104,1031,93,332
202504,6,TANJUNG PRIOK,93,889,83,285
202504,7,TANJUNG PRIOK,73,752,63,298
202504,8,TANJUNG PRIOK,77,772,72,413
202504,9,TANJUNG PRIOK,70,197,60,228
202504,10,TANJUNG PRIOK,74,205,64,261
202504,11,TANJUNG PRIOK,81,161,71,279
202504,12,TANJUNG PRIOK,85,183,71,305
202504,13,TANJUNG PRIOK,86,327,76,265
202504,14,TANJUNG PRIOK,72,215,62,209
202504,15,TANJUNG PRIOK,67,253,57,174
202504,16,TANJUNG PRIOK,62,213,54,159
202504,17,TANJUNG PRIOK,17,98,15,124
202504,18,TANJUNG PRIOK,75,235,67,324
202504,19,TANJUNG PRIOK,82,234,72,379
202504,20,TANJUNG PRIOK,87,358,77,242
202504,21,TANJUNG PRIOK,61,217,53,198
202504,22,TANJUNG PRIOK,66,231,58,214
202504,23,TANJUNG PRIOK,70,172,61,253
202504,24,TANJUNG PRIOK,72,169,64,316
202504,25,TANJUNG PRIOK,76,187,68,342
202504,26,TANJUNG PRIOK,80,206,71,382
202504,27,TANJUNG PRIOK,86,361,76,239
202504,28,TANJUNG PRIOK,74,310,65,229
202504,29,TANJUNG PRIOK,69,273,60,241
202504,30,TANJUNG PRIOK,73,235,65,382
202504,1,GROGOL,81,0,81,194
202504,2,GROGOL,74,0,74,187
202504,3,GROGOL,72,0,72,172
202504,4,GROGOL,75,34,75,168
202504,5,GROGOL,83,24,83,176
202504,6,GROGOL,94,46,94,147
202504,7,GROGOL,88,47,88,172
202504,8,GROGOL,91,44,91,191
202504,9,GROGOL,94,46,94,147
202504,10,GROGOL,98,64,98,173
202504,11,GROGOL,102,41,102,195
202504,12,GROGOL,106,52,106,208
202504,13,GROGOL,103,63,103,192
202504,14,GROGOL,109,38,109,211
202504,15,GROGOL,113,42,113,221
202504,16,GROGOL,121,33,121,242
202504,17,GROGOL,141,28,141,298
202504,18,GROGOL,122,32,122,247
202504,19,GROGOL,112,38,112,222
202504,20,GROGOL,106,47,106,186
202504,21,GROGOL,113,56,113,163
202504,22,GROGOL,106,42,106,147
202504,23,GROGOL,101,36,101,122
202504,24,GROGOL,115,33,115,138
202504,25,GROGOL,124,27,124,152
202504,26,GROGOL,115,34,115,127
202504,27,GROGOL,107,43,107,113
202504,28,GROGOL,111,39,111,119
202504,29,GROGOL,102,34,102,112
202504,30,GROGOL,114,28,114,132
202504,1,MUARA ANGKE,1,9,1,10
202504,2,MUARA ANGKE,2,26,2,33
202504,3,MUARA ANGKE,3,33,3,42
202504,4,MUARA ANGKE,3,98,3,34
202511,14,PULOGADUNG,229,1990,226,1949
202511,15,PULOGADUNG,208,1669,209,1695
202511,16,PULOGADUNG,211,1710,212,1708
202511,17,PULOGADUNG,231,2036,231,2044
202511,18,PULOGADUNG,229,2005,230,1997
202511,19,PULOGADUNG,229,1974,227,1981
202511,20,PULOGADUNG,228,1945,230,1994
202511,21,PULOGADUNG,229,1987,227,1980
202511,22,PULOGADUNG,210,1704,210,1767
202511,23,PULOGADUNG,209,1702,211,1790
202511,24,PULOGADUNG,230,2005,229,1989
202511,25,PULOGADUNG,224,1943,225,1952
202511,26,PULOGADUNG,224,1890,222,1909
202511,27,PULOGADUNG,223,1923,224,1959
202511,28,PULOGADUNG,222,1926,224,1943
202511,29,PULOGADUNG,210,1667,212,1725
202511,30,PULOGADUNG,210,1650,212,1722
202512,16,BLOK M,395,3085,395,4164
202512,17,BLOK M,429,5575,429,5662
202512,18,BLOK M,420,5352,420,5515
202512,19,BLOK M,419,5357,419,5502
202512,20,BLOK M,345,4665,345,4998
202512,21,BLOK M,342,4420,342,4813
202512,22,BLOK M,387,5064,387,5304
202512,23,BLOK M,392,5245,392,5438
202512,24,BLOK M,382,4923,382,5187
202512,25,BLOK M,336,4432,336,4826
202512,26,BLOK M,349,4599,349,4955
202512,27,BLOK M,339,4683,339,4990
202512,28,BLOK M,335,4488,335,4849
202512,29,BLOK M,388,5083,388,5271
202512,30,BLOK M,392,5079,392,5261
202512,31,BLOK M,407,5080,407,5313
202512,1,CILILITAN,236,11152,236,12476
202512,2,CILILITAN,235,11458,235,11498
202512,3,CILILITAN,235,11406,235,11772
202512,4,CILILITAN,235,11559,235,12948
202512,5,CILILITAN,236,10946,236,12573
202512,6,CILILITAN,195,9152,195,9267
202512,7,CILILITAN,195,6488,195,5343
202512,8,CILILITAN,236,11679,236,9860
202512,9,CILILITAN,235,11455,235,12229
202512,10,CILILITAN,235,11682,235,11997
202512,11,CILILITAN,235,11444,235,12558
202512,12,CILILITAN,235,11751,235,12849
202512,13,CILILITAN,197,10073,197,10213
202512,14,CILILITAN,197,8604,197,10539
202512,15,CILILITAN,235,11435,235,12140
202512,16,CILILITAN,236,11491,236,12234
202512,17,CILILITAN,236,11458,236,12378
202512,18,CILILITAN,236,11439,236,11655
202512,19,CILILITAN,235,10463,235,11010
202512,20,CILILITAN,197,11044,197,11194
202512,21,CILILITAN,197,9749,197,8895
202512,22,CILILITAN,197,9963,197,10051
202512,23,CILILITAN,235,9680,235,9950
202512,24,CILILITAN,230,9686,230,10278
202512,25,CILILITAN,201,9222,201,10022
202512,26,CILILITAN,197,6065,197,8393
202512,27,CILILITAN,194,8240,194,8224
202512,28,CILILITAN,194,7651,194,8118
202602,9,RAWAMANGUN,163,559,163,293
202602,10,RAWAMANGUN,35,252,34,265
202602,11,RAWAMANGUN,35,247,35,263
202602,12,RAWAMANGUN,35,237,35,241
202602,13,RAWAMANGUN,35,234,35,246
202602,14,RAWAMANGUN,35,227,35,246
202602,15,RAWAMANGUN,35,214,35,235
202602,16,RAWAMANGUN,35,209,35,229
202602,17,RAWAMANGUN,36,202,36,227
202602,18,RAWAMANGUN,37,207,37,234
202602,19,RAWAMANGUN,37,211,37,230
202602,20,RAWAMANGUN,37,211,37,231
202602,21,RAWAMANGUN,40,217,40,235
202602,22,RAWAMANGUN,40,223,40,240
202602,23,RAWAMANGUN,40,222,40,238
202602,24,RAWAMANGUN,40,222,40,240
202602,25,RAWAMANGUN,40,229,40,241
202602,26,RAWAMANGUN,40,228,38,233
202602,27,RAWAMANGUN,40,238,40,245
202602,28,RAWAMANGUN,40,233,40,235
202602,1,RAGUNAN,61,1230,61,1238
202602,2,RAGUNAN,65,1168,65,1165
202602,3,RAGUNAN,65,1148,65,1161
202602,4,RAGUNAN,65,1156,65,1172
202602,5,RAGUNAN,65,1167,65,1188
202602,6,RAGUNAN,65,1170,65,1189
202602,7,RAGUNAN,62,1173,62,1185
202602,8,RAGUNAN,60,1213,60,1257
202602,9,RAGUNAN,65,1152,65,1182
202602,10,RAGUNAN,65,1185,65,1189
202602,11,RAGUNAN,65,1176,65,1214
202602,12,RAGUNAN,65,1140,65,1172
202602,13,RAGUNAN,65,1189,65,1202
202602,14,RAGUNAN,63,1213,63,1231
202602,15,RAGUNAN,60,1187,60,1202
202602,16,RAGUNAN,60,1234,60,1249
202602,17,RAGUNAN,61,1222,61,1238
202602,18,RAGUNAN,65,1154,65,1181
202602,19,RAGUNAN,65,1156,65,1159
202602,20,RAGUNAN,65,1181,65,1185
202602,21,RAGUNAN,62,1153,62,1158
202602,22,RAGUNAN,60,1140,60,1153
202602,23,RAGUNAN,65,1148,65,1166
202602,24,RAGUNAN,65,1135,65,1158
202602,25,RAGUNAN,65,1152,65,1163
202602,26,RAGUNAN,65,1147,65,1176
202602,27,RAGUNAN,65,1167,65,1174
202602,28,RAGUNAN,62,1114,62,1147
202602,1,BLOK M,426,5405,426,5976
202602,2,BLOK M,529,6233,529,5673
202602,3,BLOK M,536,6187,536,5683
202602,4,BLOK M,536,6367,536,6714
202602,5,BLOK M,533,6256,333,6603
202602,6,BLOK M,534,6226,534,6588
202602,7,BLOK M,432,5451,432,14551
202602,8,BLOK M,428,5245,428,5863
202602,9,BLOK M,532,6227,532,6600
202602,10,BLOK M,538,6233,538,6590
202602,11,BLOK M,540,6182,540,6568
202602,12,BLOK M,532,6165,532,6554
202602,13,BLOK M,531,6174,531,6539
202602,14,BLOK M,357,5721,357,5736
202602,15,BLOK M,441,5182,441,5824
202508,19,CILILITAN,236,8841,236,10586
202508,20,CILILITAN,236,9252,236,10866
202508,21,CILILITAN,236,10148,236,11072
202508,22,CILILITAN,207,8977,207,8542
202508,23,CILILITAN,193,9845,193,8587
202508,24,CILILITAN,221,8922,221,8184
202508,25,CILILITAN,237,9996,237,11428
202508,26,CILILITAN,237,10269,237,11624
202508,27,CILILITAN,237,11645,237,12371
202508,28,CILILITAN,236,10372,236,11368
202508,29,CILILITAN,207,9586,207,10164
202508,30,CILILITAN,190,976,190,1983
202508,31,CILILITAN,219,4886,219,5323
202508,1,KLENDER,139,289,140,293
202508,2,KLENDER,137,289,139,296
202508,3,KLENDER,134,295,139,300
202508,4,KLENDER,136,290,138,297
202508,5,KLENDER,138,290,140,296
202508,6,KLENDER,136,288,140,293
202508,7,KLENDER,139,279,141,292
202508,8,KLENDER,137,279,138,285
202508,9,KLENDER,138,285,140,290
202508,10,KLENDER,136,284,139,288
202508,11,KLENDER,139,284,140,289
202508,12,KLENDER,140,283,143,296
202508,13,KLENDER,137,279,139,282
202508,14,KLENDER,138,278,140,282
202508,15,KLENDER,135,280,137,285
202508,16,KLENDER,139,285,141,289
202508,17,KLENDER,137,292,140,296
202508,18,KLENDER,141,285,143,290
202508,19,KLENDER,136,288,140,293
202508,20,KLENDER,139,279,141,292
202508,21,KLENDER,136,288,140,294
202508,22,KLENDER,138,283,141,288
202508,23,KLENDER,142,290,143,297
202508,24,KLENDER,139,287,140,290
202508,25,KLENDER,136,280,138,287
202508,26,KLENDER,140,290,142,295
202508,27,KLENDER,137,289,139,294
202508,28,KLENDER,139,288,141,294
202508,29,KLENDER,135,283,137,290
202508,30,KLENDER,138,288,140,295
202508,31,KLENDER,134,293,139,298
202508,1,PASAR MINGGU,104,239,104,247
202508,2,PASAR MINGGU,108,246,108,254
202508,3,PASAR MINGGU,110,248,110,258
202508,4,PASAR MINGGU,106,243,106,252
202508,5,PASAR MINGGU,105,240,105,250
202508,6,PASAR MINGGU,109,246,109,254
202508,7,PASAR MINGGU,109,238,109,246
202508,8,PASAR MINGGU,110,242,110,250
202508,9,PASAR MINGGU,104,234,104,243
202508,10,PASAR MINGGU,104,236,104,243
202508,11,PASAR MINGGU,105,238,105,247
202508,12,PASAR MINGGU,108,246,108,253
202508,13,PASAR MINGGU,105,242,105,248
202508,14,PASAR MINGGU,104,244,104,249
202508,15,PASAR MINGGU,103,238,103,248
202508,16,PASAR MINGGU,107,241,107,248
202508,17,PASAR MINGGU,107,231,111,241
202503,29,MUARA ANGKE,3,98,3,35
202503,30,MUARA ANGKE,3,44,3,75
202503,31,MUARA ANGKE,1,12,1,8
202503,1,LEBAK BULUS,31,0,31,99
202503,2,LEBAK BULUS,31,0,31,97
202503,3,LEBAK BULUS,27,0,27,63
202503,4,LEBAK BULUS,30,0,30,71
202503,5,LEBAK BULUS,31,0,31,69
202503,6,LEBAK BULUS,30,0,30,73
202503,7,LEBAK BULUS,31,0,31,75
202503,8,LEBAK BULUS,30,0,30,69
202503,9,LEBAK BULUS,31,0,31,71
202503,10,LEBAK BULUS,29,0,29,51
202503,11,LEBAK BULUS,30,0,30,61
202503,12,LEBAK BULUS,31,0,31,63
202503,13,LEBAK BULUS,29,0,29,69
202503,14,LEBAK BULUS,33,0,33,77
202503,15,LEBAK BULUS,35,0,35,97
202503,16,LEBAK BULUS,35,0,35,93
202503,17,LEBAK BULUS,33,0,33,79
202503,18,LEBAK BULUS,34,0,34,77
202503,19,LEBAK BULUS,31,0,31,65
202503,20,LEBAK BULUS,27,24,27,150
202503,21,LEBAK BULUS,29,5,29,367
202503,22,LEBAK BULUS,38,0,38,618
202503,23,LEBAK BULUS,49,0,49,986
202503,24,LEBAK BULUS,37,0,37,819
202503,25,LEBAK BULUS,48,0,48,854
202503,26,LEBAK BULUS,39,0,39,954
202503,27,LEBAK BULUS,53,0,53,1155
202503,28,LEBAK BULUS,49,0,49,1060
202503,29,LEBAK BULUS,47,2,47,993
202503,30,LEBAK BULUS,29,0,29,556
202503,31,LEBAK BULUS,21,0,21,500
202503,1,PINANGRANTI,89,139,89,165
202503,2,PINANGRANTI,89,153,89,164
202503,3,PINANGRANTI,99,163,99,175
202503,4,PINANGRANTI,99,178,99,190
202503,5,PINANGRANTI,99,168,99,196
202503,6,PINANGRANTI,99,174,99,199
202503,7,PINANGRANTI,99,125,99,177
202503,8,PINANGRANTI,89,148,89,171
202503,9,PINANGRANTI,89,159,89,154
202503,10,PINANGRANTI,99,175,99,181
202503,11,PINANGRANTI,99,180,99,193
202503,12,PINANGRANTI,99,175,99,193
202503,13,PINANGRANTI,99,173,99,184
202503,14,PINANGRANTI,99,185,99,199
202503,15,PINANGRANTI,89,151,89,176
202503,16,PINANGRANTI,89,144,89,167
202503,17,PINANGRANTI,99,159,99,180
202503,18,PINANGRANTI,99,167,99,191
202503,19,PINANGRANTI,99,167,99,188
202503,20,PINANGRANTI,99,161,99,182
202503,21,PINANGRANTI,99,165,99,156
202503,22,PINANGRANTI,89,133,89,154
202503,23,PINANGRANTI,89,129,89,138
202503,24,PINANGRANTI,99,151,99,148
202503,25,PINANGRANTI,99,155,99,131
202503,26,PINANGRANTI,99,164,99,151
202503,27,PINANGRANTI,99,149,99,152
202503,28,PINANGRANTI,99,163,99,165
202503,29,PINANGRANTI,89,164,99,170
202512,29,CILILITAN,232,9578,232,9521
202512,30,CILILITAN,232,9705,232,9664
202512,31,CILILITAN,232,9294,232,10319
202512,1,KLENDER,136,288,137,290
202512,2,KLENDER,138,292,139,294
202512,3,KLENDER,137,288,138,290
202512,4,KLENDER,139,290,140,293
202512,5,KLENDER,137,285,138,288
202512,6,KLENDER,138,288,139,290
202512,7,KLENDER,140,292,142,296
202512,8,KLENDER,136,292,139,300
202512,9,KLENDER,138,288,140,293
202512,10,KLENDER,136,288,139,295
202512,11,KLENDER,139,292,141,298
202512,12,KLENDER,137,289,138,292
202512,13,KLENDER,139,293,140,295
202512,14,KLENDER,140,291,141,295
202512,15,KLENDER,137,288,139,295
202512,16,KLENDER,138,294,140,297
202512,17,KLENDER,136,290,139,298
202512,18,KLENDER,139,293,141,297
202512,19,KLENDER,140,301,142,306
202512,20,KLENDER,138,296,140,300
202512,21,KLENDER,141,298,142,305
202512,22,KLENDER,139,301,143,308
202512,23,KLENDER,141,308,145,316
202512,24,KLENDER,138,308,142,315
202512,25,KLENDER,139,308,141,315
202512,26,KLENDER,140,312,142,319
202512,27,KLENDER,138,306,141,313
202512,28,KLENDER,137,303,139,309
202512,29,KLENDER,136,300,138,304
202512,30,KLENDER,139,311,140,317
202512,31,KLENDER,140,316,141,322
202512,1,PASAR MINGGU,103,255,103,263
202512,2,PASAR MINGGU,103,253,103,260
202512,3,PASAR MINGGU,102,250,102,260
202512,4,PASAR MINGGU,103,257,103,268
202512,5,PASAR MINGGU,103,252,103,263
202512,6,PASAR MINGGU,102,253,102,265
202512,7,PASAR MINGGU,101,259,101,268
202512,8,PASAR MINGGU,106,262,106,270
202512,9,PASAR MINGGU,102,256,102,264
202512,10,PASAR MINGGU,102,252,102,262
